waktu,langkah_ke,beban_dudukan,beban_sandaran,keadaan_relay
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:03,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.50,0.00,0.00,0
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:04,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,999.00,0.00,0.00,1
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:05,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.50,0.00,0.00,0
2023-10-26 20:50:06,998.00,0.00,0.00,1
2023-10-26 20:50:06,998.00,0.00,0.00,1
2023-10-26 20:50:06,998.00,0.00,0.00,1
2023-10-26 20:50:06,998.00,0.00,0.00,1
2023-10-26 20:50:06,998.00,0.00,0.00,1
2023-10-26 20:50:06,998.00,0.00,0.00,1
