Waktu,Data1,Data2,Data3,Data4
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:14,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,999.00,0.00,0.00,1
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:15,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.50,0.00,0.00,0
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:16,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:17,998.00,0.00,0.00,1
2023-10-26 20:14:18,998.00,0.00,0.00,1
2023-10-26 20:14:18,998.00,0.00,0.00,1
2023-10-26 20:14:18,998.00,0.00,0.00,1
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:18,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.50,0.00,0.00,0
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:19,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,997.00,0.00,0.00,1
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:20,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.50,0.00,0.00,0
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:21,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,996.00,0.00,0.00,1
2023-10-26 20:14:22,995.50,0.00,0.00,0
2023-10-26 20:14:22,995.50,0.00,0.00,0
2023-10-26 20:14:22,995.50,0.00,0.00,0
2023-10-26 20:14:22,995.50,0.00,0.00,0
2023-10-26 20:14:22,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
2023-10-26 20:14:23,995.50,0.00,0.00,0
